brand,model,size,resolution,ref_rate,res_rate,panel_type,asp_ratio,price
Samsung,S22A650D,21.5,1920 x 1080,,5,,16:9,
Samsung,C24A650X,24.0,1920 x 1080,,8,,16:9,
Samsung,S27B750V,27.0,1920 x 1080,,2,TN,16:9,
Samsung,S22A200B,21.5,1920 x 1080,,5,TN,16:9,
Samsung,S24B750V,24.0,1920 x 1080,,2,TN,16:9,
Samsung,S27A650D,27.0,1920 x 1080,60,8,,16:9,
Hannspree,HL203DPB,20.0,1600 x 900,,5,,16:9,
Hannspree,HF235DPB,23.0,1920 x 1080,,5,,16:9,
Acer,V203HLBJObd,20.0,1600 x 900,60,5,TN,16:9,263.58
Hannspree,SM238DPR,23.0,1920 x 1080,,5,,16:9,
NEC,EA232WMI-BK,23.0,1920 x 1080,,14,IPS,16:9,
Hannspree,HF255DPB,24.6,1920 x 1080,,2,,16:9,
ViewSonic,VA2342-LED,23.0,1920 x 1080,,5,,16:9,
V7,460FP-3/SBB-DT3,18.5,1366 x 768,,5,,16:9,
HP,A6B85AA#ABA,23.0,1920 x 1080,60,5,,16:9,
LG,N1742L-KIT,17.0,1280 x 1024,,5,,5:4,
ViewSonic,VX2336S-LED,23.0,1920 x 1080,,14,IPS,16:9,
Acer,V243HL DJObmd,24.0,1920 x 1080,60,5,,16:9,420.20
NEC,AS241W-BK,24.0,1920 x 1080,,5,TN,16:9,
ViewSonic,VA1912A-LED,19.0,1366 x 768,,5,,16:9,
Planar,PXL2451MW,23.6,1920 x 1080,60,5,,16:9,
NEC,PA231W-BK-SV,23.0,1920 x 1080,,8,,16:9,738.99
Hannspree,HL229DPB,21.5,1920 x 1080,,5,,16:9,
LG,E2211PU-BN,22.0,1920 x 1080,,5,,16:9,
LG,E2411PU-BN,24.0,1920 x 1080,,5,,16:9,
Dell,P1913s,19.0,1280 x 1024,60,5,,5:4,
LG,N1910LZ-BF,19.0,1280 x 1024,,5,TN,5:4,
LG,IPS234T-PN,23.0,1920 x 1080,,14,IPS,16:9,
HP,LE2002x,20.0,1600 x 900,60,5,,16:9,
LG,IPS224T-PN,22.0,1920 x 1080,,14,IPS,16:9,
LG,EB2442T-BN,24.0,1920 x 1080,,5,,16:9,
LG,EB2242T-BN,22.0,1920 x 1080,,5,,16:9,
V7,LED236W3-8N,23.6,1920 x 1080,,5,,16:9,
ViewSonic,VA2451M-TAA,24.0,1920 x 1080,,5,,16:9,
ViewSonic,VA2251M-TAA,22.0,1920 x 1080,,5,,16:9,
LG,D2342PB-PN,23.0,1920 x 1080,,5,,16:9,
AOC,e2343Fi,23.0,1920 x 1080,60,5,,16:9,
HP,LE2002xm,20.0,1600 x 900,60,5,,16:9,
Asus,VK248H-CSM,24.0,1920 x 1080,,2,,16:9,
Hannspree,HL248DPB,23.6,1920 x 1080,,5,,16:9,
Hannspree,HL190ABB,18.5,1366 x 768,,5,,16:9,
Eizo,MX210-BK,21.0,1600 x 1200,60,16,,4:3,
Lenovo,LS1922,18.5,1366 x 768,,5,,16:9,
NEC,LCD1990SXi,19.0,1280 x 1024,,18,,5:4,
NEC,LCD1990SXi-BK,19.0,1280 x 1024,,18,IPS,5:4,
Acer,B243HL DJObmdr,24.0,1920 x 1080,,5,,16:9,
HP,LV1911,18.5,1366 x 768,60,5,,16:9,
Toshiba,P1710A,17.0,1280 x 1024,75,5,,5:4,
Lenovo,LS2221,21.5,1920 x 1080,,5,,16:9,
ViewSonic,VA2232WM-LED,22.0,1680 x 1050,,5,,16:10,
Lenovo,LS2421p,23.6,1920 x 1080,,5,,16:9,
Planar,PL1900,19.0,1280 x 1024,,5,,5:4,
Planar,PX2611W,26.0,1920 x 1200,,5,IPS,16:10,
V7,LED236W3R-8N,24.0,1920 x 1080,75,5,,16:9,
Lenovo,LT2252p,22.0,1680 x 1050,60,5,,16:10,
LaCie,324i,24.0,1920 x 1200,60,6,IPS,16:10,
DoubleSight,DS-1900S-R,19.0,1280 x 1024,60,8,,5:4,
NEC,LCD175M-BK,17.0,1280 x 1024,,5,,5:4,
Planar,PLL1910W,18.5,1366 x 768,60,5,,16:9,
NEC,ASLCD93VX-BK,19.0,1280 x 1024,,5,,5:4,
NEC,LCD2090UXi-1,20.1,1600 x 1200,,16,IPS,4:3,
Eizo,SX2762W-BK,27.0,2560 x 1440,,6,IPS,16:9,
NEC,LCD2490WUXi-BK-SV,24.1,1920 x 1200,,16,,16:10,
NEC,LCD175VXM+BK,17.0,1280 x 1024,,5,,5:4,
NEC,P232W-BK-SV,23.0,1920 x 1080,,8,IPS,16:9,
NEC,P232W-BK,23.0,1920 x 1080,,8,IPS,16:9,
ViewSonic,VG730M,17.0,1280 x 1024,,8,,5:4,
NEC,EA222WMe-BK,22.0,1680 x 1050,,5,TN,16:10,
LG,EW234T-PN,23.0,1920 x 1080,,5,TN,16:9,
Planar,PL1910M,19.0,1280 x 1024,,5,,5:4,
HP,L2311c,23.0,1920 x 1080,,5,TN,16:9,
Planar,997-6498-00-BN,22.0,1920 x 1080,75,5,,16:9,
Eizo,SX2462W-BK,24.1,1920 x 1200,,5,IPS,16:10,
Eizo,CG223W-BK,22.0,1680 x 1050,,6,,16:10,
Eizo,S1921XSH-BK,19.0,1280 x 1024,,20,,5:4,
NEC,P241W-BK-SV,24.0,1920 x 1200,85,8,IPS,16:10,
Planar,PLL1900MW,19.0,1366 x 768,60,5,,16:9,
HP,LE2202x LL649AA#ABA),21.5,1920 x 1080,60,5,,16:9,
V7,LED185W1-8N,18.5,1366 x 768,,5,,16:9,
V7,LED215W2-8N,21.5,1920 x 1080,,5,,16:9,
Acer,V183HV Ab,18.5,1366 x 768,60,5,,16:9,
V7,D22W12A-N6,22.0,1680 x 1050,76,5,,16:10,
Planar,997-6501-00,22.0,1920 x 1080,60,5,,16:9,
Planar,997-6473-00,21.5,1600 x 900,60,5,,16:9,380.53
ViewSonic,VG2439M-LED,24.0,1920 x 1080,,5,,16:9,
Acer,V203HLBJObmd,20.0,1600 x 900,60,5,TN,16:9,
Acer,V173 DJObm,17.0,1280 x 1024,75,5,,5:4,
ViewSonic,VG2239M-TAA,22.0,1920 x 1080,,5,,16:9,
Samsung,S19B220B,18.5,1366 x 768,,5,,16:9,
HP,1912nm,18.5,1366 x 768,,5,,16:9,
Samsung,S19B420B,18.5,1366 x 768,,5,,16:9,
V7,LED236W3R-HDMI,24.0,1920 x 1080,,5,,16:9,
ViewSonic,VA705-LED,17.0,1280 x 1024,,5,,5:4,
LG,N2311AZ-BF,23.0,1920 x 1080,,14,IPS,16:9,
Samsung,LF19PPBCB/ZA,19.0,1280 x 1024,,5,,5:4,
AOC,E2243FWSK,22.0,1920 x 1080,60,5,,16:9,
V7,LED215W2R-DVI,21.5,1920 x 1080,,5,,16:9,
V7,LED215W2R-SPEAKERS,21.5,1920 x 1080,,5,,16:9,
ViewSonic,VG2439M-TAA,24.0,1920 x 1080,60,5,,16:9,
Samsung,S24A650S,24.0,1920 x 1080,60,8,,16:9,
Samsung,S22A450BW,22.0,1680 x 1050,,5,,16:10,
HP,C0H31A8#ABA,23.0,1920 x 1080,60,5,,16:9,
Zalman,MZ215ED,21.5,1920 x 1080,,5,,16:9,
HP,L2311c,23.0,1920 x 1080,60,5,,16:9,
LG,EB2742V-BN,27.0,1920 x 1080,75,5,,16:9,
Lenovo,3028LB2,23.0,1920 x 1080,,7,,16:9,
ViewSonic,VX2770Smh-LED,27.0,1920 x 1080,,7,IPS,16:9,
Acer,M230A,23.0,1920 x 1080,,5,TN,16:9,
Acer,B193LAJObmdh,19.0,1280 x 1024,75,5,TN,5:4,
Acer,V193LAJOb,19.0,1280 x 1024,75,5,TN,5:4,
Acer,V193LAJObd,19.0,1280 x 1024,75,5,TN,5:4,
Acer,V193LAJObm,19.0,1280 x 1024,75,5,TN,5:4,
Acer,B223WL,22.0,1680 x 1050,,5,,16:10,366.59
Acer,V233HLBJObd,23.0,1920 x 1080,60,5,TN,16:9,
Acer,S181HLMb,18.5,1366 x 768,,5,,16:9,
Asus,VE198TL,19.0,1440 x 900,,5,,16:10,
BenQ,VW2430H,24.0,1920 x 1080,,4,,16:9,
V7,LED185W2RS-8N,18.5,1366 x 768,,5,,16:9,
AOC,E2051F,20.0,1600 x 900,60,5,,16:9,
Dell,E2013H,20.0,1600 x 900,60,5,,16:9,
LG,E2722PY-BN,27.0,1920 x 1080,,14,IPS,16:9,
Samsung,S24A850DW,24.0,1920 x 1080,,5,,16:9,
V7,LED215W2-DVI,21.5,1920 x 1080,,5,,16:9,
ViewSonic,VA2037m-LED,20.0,1600 x 900,,5,,16:9,
ViewSonic,VG2437mc-LED,24.0,1920 x 1080,,5,,16:9,
Acer,G185HVBb,18.5,1366 x 768,60,5,TN,16:9,
Acer,V196WLb,19.0,1440 x 900,60,5,TN,16:10,
Acer,UM.HB6AA.001,27.0,1920 x 1080,60,6,IPS,16:9,
Acer,B233HLBJObmdh,23.0,1920 x 1080,60,5,TN,16:9,
AOC,E960SN,19.0,1366 x 768,,,TN,16:9,
ViewSonic,VG932m-LED,19.0,1280 x 1024,,5,TN,5:4,
ViewSonic,VX2260s-LED,22.0,1920 x 1080,,8,TN,16:9,
LG,24EA53V-P,23.8,1920 x 1080,,5,IPS,16:9,
LG,IPS234V-PN.AEK,23.4,1920 x 1080,,12,IPS,16:9,
DoubleSight,DS-245V2,24.0,1920 x 1200,75,5,IPS,16:10,
DoubleSight,DS-309W,30.0,2560 x 1600,,7,IPS,16:10,
Acer,S231HLBbid,23.0,1920 x 1080,60,5,TN,16:9,
Gateway,KX2153bd,21.5,1920 x 1080,60,5,TN,16:9,
HP,C4D30AA#ABA,21.5,1920 x 1080,60,7,IPS,16:9,
HP,P191,18.5,1366 x 768,,5,TN,16:9,
HP,C9V73AA#ABA,20.0,1600 x 900,60,5,TN,16:9,
HP,C9V75AA#ABA,23.0,1920 x 1080,60,5,TN,16:9,
HP,C9V76AA#ABA,21.5,1920 x 1080,60,5,TN,16:9,
HP,LE1711,17.0,1280 x 1024,,5,TN,5:4,
HP,EM887AA,19.0,1280 x 1024,,5,TN,5:4,
Samsung,S20C200B,20.0,1600 x 900,,5,TN,16:9,
Samsung,S22C200NY,21.5,1920 x 1080,,5,TN,16:9,
Samsung,S23C450D,23.0,1920 x 1080,60,5,,16:9,
Samsung,S24C370HL,23.6,1920 x 1080,,5,TN,16:9,
Samsung,S24C450BW,24.0,1920 x 1200,,5,,16:10,
Samsung,S24C450DL,23.6,1920 x 1080,,5,,16:9,
Samsung,S27C450D,27.0,1920 x 1080,,5,,16:9,
Samsung,S27C500H,27.0,1920 x 1080,,5,,16:9,350.61
Samsung,S27C570H,27.0,1920 x 1080,,5,,16:9,
Hannspree,HS233H3B,23.0,1920 x 1080,120,3,,16:9,
Hannspree,HX193DPB,19.0,1280 x 1024,,5,TN,5:4,
LG,22EB23PY-B,22.0,1680 x 1050,,5,,16:10,
LG,22EC33T-B,21.5,1920 x 1080,,5,TN,16:9,
LG,23CAV42K-BL,23.0,1920 x 1080,,14,IPS,16:9,
LG,23EA53V-P,23.0,1920 x 1080,,5,IPS,16:9,
LG,23EN43T-B,23.0,1920 x 1080,60,5,TN,16:9,
LG,24EN33VW-B,23.6,1920 x 1080,60,5,,16:9,
LG,27EA63V-P,27.0,1920 x 1080,60,5,IPS,16:9,
LG,27EA83R-D,27.0,2560 x 1440,60,5,IPS,16:9,
LG,27EC33V-B,27.0,1920 x 1080,60,5,IPS,16:9,
LG,29EA93-P,29.0,2560 x 1080,60,5,IPS,21:9,
LG,D2343PB-BN,23.0,1920 x 1080,,5,,16:9,
LG,N225WU-BN,21.5,1920 x 1080,,5,TN,16:9,
CTL,192LX,19.0,1280 x 1024,75,5,,5:4,
CTL,MTLP200,20.0,1600 x 900,,5,,16:9,
CTL,MTLP2151,22.0,1920 x 1080,,2,TN,16:9,
CTL,LP2361,24.0,1920 x 1080,,2,,16:9,
Eizo,S2202WH-BK,22.0,1680 x 1050,,5,,16:10,
Eizo,SX2262W-BK,22.0,1920 x 1200,,6,,16:10,
Lenovo,LT2223p,21.5,1920 x 1080,60,5,TN,16:9,
Lenovo,LT2223p,21.5,1920 x 1080,,5,TN,16:9,
NEC,AS192WM-BK,19.0,1440 x 900,,5,,16:10,299.00
NEC,E223W-BK,22.0,1680 x 1050,,5,TN,16:10,263.72
NEC,EA234WMI-BK,23.0,1920 x 1080,75,6,,16:9,244.99
NEC,P242W-BK,24.0,1920 x 1200,60,8,IPS,16:10,615.21
Philips,271P4QPJEB,27.0,1920 x 1080,60,6,,16:9,
Planar,PXL2251MW,21.5,1920 x 1080,60,5,,16:9,
Planar,997-6958-00,19.0,1280 x 1024,60,5,,5:4,238.66
Planar,997-7188-00,19.0,1366 x 768,60,5,,16:9,
Toshiba,PA5022U-1LC3,15.6,1366 x 768,,16,,16:9,
V7,LED185W2S-9N,19.0,1366 x 768,,5,TN,16:9,
V7,LED19W2S-9N,19.0,1440 x 900,,5,TN,16:10,
V7,LED215W2S-9N,22.0,1920 x 1080,,5,TN,16:9,
V7,LED236W3S-9N,24.0,1920 x 1080,,5,,16:9,
Samsung,ME32B,32.0,1920 x 1080,,8,,16:9,
Gateway,HX1953Lbd,19.5,1600 x 900,60,5,TN,16:9,
Lenovo,60A4RAR1US,30.0,2560 x 1600,60,6,IPS,16:10,
NEC,P242W-BK-SV,24.0,1920 x 1200,,8,IPS,16:10,
Planar,PLL2710W,27.0,1920 x 1080,,,,16:9,
HP,B6R49AS#ABA (x2401),24.0,1920 x 1080,60,12,,16:9,
Acer,B276HULymiidprz,27.0,2560 x 1440,60,6,IPS,16:9,
Acer,B246HYL ymdpr,23.8,1920 x 1080,60,6,IPS,16:9,490.99
Samsung,S22C450B,21.5,1920 x 1080,,5,,16:9,
ViewSonic,VA2037A-LED,20.0,1600 x 900,,5,,16:9,
Eizo,EV2336WFS-BK,23.0,1920 x 1080,76,6,IPS,16:9,
Acer,T232HLbmidz ( UM.VT2AA.001),23.0,1920 x 1080,60,5,IPS,16:9,
Samsung,PB298Q,29.0,2560 x 1080,60,5,IPS,21:9,
AOC,aocE960SWN,18.5,1366 x 768,60,5,TN,16:9,
Acer,B296CLbmiidprz,29.0,2560 x 1080,60,8,IPS,21:9,
Acer,B236HLymdr,23.0,1920 x 1080,60,6,IPS,16:9,
HP,Z22i,21.5,1920 x 1080,60,8,IPS,16:9,
LG,LG-D2343PB-BN,23.0,1920 x 1080,60,14,IPS,16:9,
Lenovo,4434HE-B,19.0,1280 x 1024,60,5,IPS,5:4,
Philips,298P4QJEB/27,29.0,2560 x 1080,60,5,IPS,21:9,
Acer,UM.CB6AA.001,19.0,1280 x 1024,75,5,,5:4,
Planar,997-7244-00,17.0,1280 x 1024,60,5,TN,5:4,
Acer,UM.VV6AA.C01,23.0,1920 x 1080,60,5,,16:9,
Acer,UM.VV6AA.C02,23.0,1920 x 1080,60,5,,16:9,
HP,C9E54AA#ABA,18.5,1366 x 768,60,5,TN,16:9,
LG,23MD53D,23.0,1920 x 1080,60,5,IPS,16:9,
LG,29EA73-P,29.0,2560 x 1080,60,5,IPS,21:9,
LG,29LN450W,29.0,2560 x 1080,60,5,IPS,21:9,
LG,D2743P-BN,27.0,1920 x 1080,60,5,IPS,16:9,
Acer,S242HLBwid,24.0,1920 x 1080,60,5,TN,16:9,
CTL,MTDP3001,30.0,2560 x 1600,,6,,16:10,
HP,E3F38A8#ABA,23.0,1920 x 1080,60,5,TN,16:9,
NEC,AS222WM-BK,21.5,1920 x 1080,60,5,TN,16:9,205.11
NEC,MD242C2,24.0,1920 x 1200,60,8,IPS,16:10,
Yamakasi,DS270 IPS SE,27.0,2560 x 1440,60,6,IPS,16:9,
QNIX,QX2710 DisplayPort Matte,27.0,2560 x 1440,60,8,PLS,16:9,
Samsung,S27B971DS,27.0,2560 x 1440,60,5,PLS,16:9,
Crossover,27Q LED,27.0,2560 x 1440,60,6,IPS,16:9,
Crossover,27Q LED-P,27.0,2560 x 1440,60,,IPS,16:9,
Crossover,27Q LED-P BLADE,27.0,2560 x 1440,60,6,IPS,16:9,
Crossover,27QD LED Blade,27.0,2560 x 1440,60,6,IPS,16:9,
Crossover,27QW IPS LED,27.0,2560 x 1440,60,6,IPS,16:9,
Crossover,27QW IPS LED Perfect,27.0,2560 x 1440,60,6,IPS,16:9,
Crossover,BLACK TUNE 2735AMG,27.0,2560 x 1440,60,6,IPS,16:9,
Crossover,BLACK TUNE 30X DRIVER,30.0,2560 x 1600,60,6,IPS,16:10,
Crossover,Black Tune 2755 AMG,27.0,2560 x 1440,60,6,IPS,16:9,
Crossover,Black Tune 30X-P Pivot Driver,30.0,2560 x 1600,60,6,IPS,16:10,
Yamakasi,300 Sparta LED,30.0,2560 x 1600,60,6,IPS,16:10,
Yamakasi,300 Sparta LED Premium,30.0,2560 x 1600,60,6,IPS,16:10,
Yamakasi,DS270,27.0,2560 x 1440,60,6,IPS,16:9,
Yamakasi,DS270 IPS SE Perfect,27.0,2560 x 1440,60,6,IPS,16:9,
Yamakasi,Q270,27.0,2560 x 1440,60,6,IPS,16:9,
Yamakasi,Q270 SE,27.0,2560 x 1440,60,6,IPS,16:9,
Yamakasi,QH2711 DP Black Label,27.0,2560 x 1440,60,6,IPS,16:9,
QNIX,QX2710 LED EVOLUTION II DPORT,27.0,2560 x 1440,60,8,PLS,16:9,
Philips,19S4LSB5,19.0,1280 x 1024,60,5,TN,5:4,
Planar,997-7145-00,27.0,2560 x 1440,60,,IPS,16:9,
Achieva,QH2700-IPSMS DP Thunderbolt Perfect Pixel,27.0,2560 x 1440,60,,IPS,16:9,
Crossover,27QW HDMI PERFECT PIXEL,27.0,2560 x 1440,60,6,IPS,16:9,
QNIX,QX2710 LED EVOLUTION II DP MULTI PERFECT,27.0,2560 x 1440,60,8,PLS,16:9,
Yamakasi,DS270 IPS PERFECT PIXEL,27.0,2560 x 1440,60,6,IPS,16:9,
Yamakasi,DS270 IPS SE (Perfect Pixel),27.0,2560 x 1440,60,6,IPS,16:9,
Dell,E2014T,19.5,1600 x 900,60,2,TN,16:9,
HP,L2206tm,21.5,1920 x 1080,60,5,,16:9,
Acer,T272HL bmidz,27.0,1920 x 1080,60,5,,16:9,
Acer,T232HLbmidz,23.0,1920 x 1080,60,5,IPS,16:9,
Dell,S2340T,23.0,1920 x 1080,60,8,IPS,16:9,
HP,23tm,23.0,1920 x 1080,,7,,16:9,
Hannspree,HT231DPBU,23.0,1920 x 1080,,5,,16:9,
Hannspree,HT231HPBU,23.0,1920 x 1080,,5,,16:9,
NEC,V322-AVT,32.0,1366 x 768,60,8,,16:9,
NEC,V322-PC,32.0,1366 x 768,60,8,,16:9,
Planar,997-7273-00,32.0,1920 x 1080,60,,,16:9,
Lenovo,60ABAAR1US,19.5,1600 x 900,,,TN,16:9,
3M,M2256PW,22.0,1680 x 1050,,8,,16:10,
Samsung,NC191-T,19.0,1280 x 1024,,5,,5:4,
ViewSonic,TD2740,27.0,1920 x 1080,,12,,16:9,
Samsung,NC241-T,23.6,1920 x 1080,,5,,16:9,397.52
HP,Smartbuy Z30i,30.0,2560 x 1600,60,8,IPS,16:10,
Philips,C271P4QPJEW,27.0,1920 x 1080,60,12,,16:9,
Samsung,S22C650P,21.5,1920 x 1080,60,5,PLS,16:9,
ViewSonic,VA2349S,23.0,1920 x 1080,60,5,IPS,16:9,
CTL,MTLP2000,20.0,1600 x 900,60,2,,16:9,
HP,D7Q13A4#ABA,23.0,1920 x 1080,60,8,IPS,16:9,
HP,D9E49AA#ABA,21.5,1920 x 1080,60,7,IPS,16:9,
Planar,PXL2240MW,22.0,1920 x 1080,,5,,16:9,764.99
Planar,997-7451-00,19.0,1280 x 1024,60,5,,5:4,
ViewEra,V177TP,17.0,1280 x 1024,,5,,5:4,320.33
ViewEra,V197TP,19.0,1280 x 1024,,5,,5:4,
ViewSonic,TD2240,22.0,1920 x 1080,,25,,16:9,
NEC,E224WI-BK,21.5,1920 x 1080,76,6,IPS,16:9,
NEC,E243WMi-BK,23.8,1920 x 1080,60,5,IPS,16:9,
HP,Z22i (D7Q14A4),21.5,1920 x 1080,60,8,IPS,16:9,
HP,E4S07AA#ABA,23.0,1920 x 1080,60,5,TN,16:9,
Acer,UM.HS1AA.D01,27.0,1920 x 1080,60,6,TN,16:9,
AOC,E2260SWDA-TAA,22.0,1920 x 1080,60,5,TN,16:9,
AOC,E2260SWDN-TAA,22.0,1920 x 1080,60,5,TN,16:9,
HP,D7P92A8#ABA,27.0,2560 x 1440,60,8,IPS,16:9,
HP,F0W81AA#ABA,24.0,1920 x 1200,60,8,IPS,16:10,
Lenovo,60B9HAR1US,20.0,1600 x 900,60,5,TN,16:9,
LG,22MB65P-B,22.0,1680 x 1050,60,5,TN,16:10,
LG,27MB65PY-B,27.0,1920 x 1080,60,5,TN,16:9,525.94
Samsung,S24C650DW,24.0,1920 x 1200,60,5,PLS,16:10,
Hannspree,HX194DPB,19.0,1280 x 1024,60,5,TN,5:4,208.83
LG,24MB35P-B,23.8,1920 x 1080,60,5,IPS,16:9,467.94
BenQ,RL2240H,21.5,1920 x 1080,60,5,TN,16:9,
Acer,V196L bd,19.0,1280 x 1024,75,5,TN,5:4,
HP,E2T08AA#ABA,21.5,1920 x 1080,60,5,TN,16:9,
HP,E9Q82A8#ABA,24.0,1920 x 1200,60,12,IPS,16:10,
Dell,UZ2215H,21.5,1920 x 1080,60,8,IPS,16:9,585.10
Dell,UZ2315H,23.0,1920 x 1080,60,8,IPS,16:9,
HP,E9Q82A4#ABA,24.0,1920 x 1200,60,12,IPS,16:10,
NEC,E232WMT-BK,23.0,1920 x 1080,60,5,IPS,16:9,
Asus,VT207N,19.5,1600 x 900,,5,,16:9,195.70
Eizo,S1923H-BK,19.0,1280 x 1024,60,13,VA,5:4,
Eizo,T2381W,23.0,1920 x 1080,60,6,IPS,16:9,
HP,D7P92A4#ABA,27.0,2560 x 1440,76,8,IPS,16:9,
HP,E5Z68AA#ABA,23.6,1920 x 1080,60,5,,16:9,
HP,NV24,23.8,1920 x 1080,60,7,IPS,16:9,
LG,19MB35D-B,19.0,1280 x 1024,60,5,IPS,5:4,
LG,24MB35D-B,23.8,1920 x 1080,60,5,IPS,16:9,
Philips,271S4LPYEB,27.0,1920 x 1080,60,5,TN,16:9,
Philips,298X4QJAB/27,29.0,2560 x 1080,60,5,IPS,21:9,
Planar,997-7305-00,19.5,1600 x 900,60,5,TN,16:9,
Planar,LA2250RTPW,21.5,1920 x 1080,75,14,,16:9,
Planar,997-7602-00,27.0,1920 x 1080,60,14,,16:9,454.28
Planar,997-7685-00,28.0,3840 x 2160,60,5,TN,16:9,
Planar,997-7698-00,23.0,1920 x 1080,60,14,TN,16:9,
V7,L18500WS-9N,18.5,1366 x 768,60,5,TN,16:9,
HP,E2T08A8#ABA,21.5,1920 x 1080,60,5,TN,16:9,
Acer,G247HL bid,24.0,1920 x 1080,60,6,TN,16:9,
HP,F0W81A8,24.0,1920 x 1200,60,8,IPS,16:10,
LG,24M45VQ,23.6,1920 x 1080,60,2,TN,16:9,
LG,23ET63B-W,23.0,1920 x 1080,60,5,IPS,16:9,
Eizo,S1933H-BK,19.0,1280 x 1024,60,14,IPS,5:4,
Wasabi Mango,QHD275SUPREME,27.0,2560 x 1440,60,6,IPS,16:9,
AOC,E2461FWH,23.6,1920 x 1080,60,2,TN,16:9,
Acer,B226HQL,21.5,1920 x 1080,60,5,VA,16:9,
AOC,P2370SD,23.0,1920 x 1080,60,7,IPS,16:9,
HP,F9Z10AA#ABA,23.0,1920 x 1080,60,8,IPS,16:9,
Planar,PLL1910M,19.0,1280 x 1024,60,14,,5:4,
V7,L27000WHS-9N,27.0,1920 x 1080,60,5,,16:9,
ViewSonic,VA2455Sm,23.6,1920 x 1080,60,9,IPS,16:9,
CTL,MTIP2152,21.5,1920 x 1080,60,6,IPS,16:9,
Samsung,S22A650S,21.5,1920 x 1080,60,4,,16:9,
HP,F3J72AA#ABA,23.0,1920 x 1080,60,7,,16:9,
Dell,P2314T,23.0,1920 x 1080,60,8,IPS,16:9,
Acer,B246HQL Aymidr,23.6,1920 x 1080,60,6,IPS,16:9,
Acer,CB280HK bmjdppr,28.0,3840 x 2160,60,1,TN,16:9,
HP,Z27q,27.0,5120 x 2880,60,14,IPS,16:9,
HP,K0Q34AA#ABA,23.6,1920 x 1080,60,8,IPS,16:9,
NEC,EA274WMI-BK-SV,27.0,2560 x 1440,60,6,IPS,16:9,
ViewSonic,VG2847SMH,28.0,1920 x 1080,60,7,VA,16:9,
Planar,PXL2271MW,22.0,1920 x 1080,60,2,IPS,16:9,
ViewSonic,VG2433SMH,23.6,1920 x 1080,60,14,IPS,16:9,
HP,C4D29AA,21.5,1920 x 1080,60,7,IPS,16:9,
HP,L1E32A8#ABA,20.0,1600 x 900,60,5,TN,16:9,
ViewSonic,VA2209,21.5,1920 x 1080,60,5,TN,16:9,
Acer,S275HL bmii (UM.HS5AA.001),27.0,1920 x 1080,60,6,IPS,16:9,
AOC,U2870VQE,28.0,3840 x 2160,60,1,TN,16:9,
Asus,C422AQ,21.5,1920 x 1080,60,5,IPS,16:9,
LG,22MB35P-I,21.5,1920 x 1080,60,5,IPS,16:9,418.94
LG,22MB35Y-I,21.5,1920 x 1080,60,5,IPS,16:9,321.27
LG,27MC37HQ-B,27.0,1920 x 1080,60,5,IPS,16:9,
NEC,AS203WMi-BK,20.0,1600 x 900,60,14,IPS,16:9,
Acer,H277H smidx,27.0,1920 x 1080,60,4,IPS,16:9,
NEC,PA322UHD-BK-SV,31.5,3840 x 2160,60,10,IPS,16:9,
Lenovo,60CCMAR2US,22.0,1680 x 1050,60,5,TN,16:10,
Acer,UM.QB0AA.002,23.8,3840 x 2160,60,6,IPS,16:9,
Lenovo,60C7MAR1US,23.0,1920 x 1080,60,7,IPS,16:9,442.50
Lenovo,60CAMAR6US,21.5,1920 x 1080,60,7,IPS,16:9,
AOC,e2426swd,23.6,1920 x 1080,,5,,16:9,
Asus,C623AQR,23.0,1920 x 1080,60,5,IPS,16:9,245.99
Dell,E2316Hr,23.0,1920 x 1080,60,5,TN,16:9,341.77
HP,Z24nf,23.8,1920 x 1080,60,8,IPS,16:9,
Samsung,LS27E45KDSG/GO,27.0,1920 x 1080,60,5,TN,16:9,
Samsung,S19E450BR,19.0,1280 x 1024,60,5,TN,5:4,
Acer,B346C bmjdphzx,34.0,2560 x 1080,60,6,IPS,21:9,
Acer,S277HK wmidpp,27.0,3840 x 2160,60,4,IPS,16:9,
HP,27c,27.0,1920 x 1080,60,8,VA,16:9,
HP,E221c (D9E49A8#ABA),21.5,1920 x 1080,60,7,IPS,16:9,
LG,27MP77HM,27.0,1920 x 1080,60,5,IPS,16:9,
Philips,223V5LHSB/27,21.5,1920 x 1080,60,5,TN,16:9,
BenQ,GW2255HM,21.5,1920 x 1080,60,6,VA,16:9,
Acer,B346CK,34.0,3440 x 1440,60,6,IPS,21:9,
HP,ProDisplay P202,20.0,1600 x 900,60,5,TN,16:9,
NEC,EA275WMI-BK,27.0,2560 x 1440,,6,,16:9,799.00
NEC,EA305WMI-BK,29.8,2560 x 1600,60,6,IPS,16:10,1450.21
HP,FN747AA,23.0,1920 x 1080,60,5,TN,16:9,
AOC,U2477PWQ,23.6,3840 x 2160,60,4,PLS,16:9,
Dell,U2417HA,24.0,1920 x 1080,60,8,IPS,16:9,
AOC,E2228SWN,21.5,1920 x 1080,60,5,TN,16:9,
iiyama,XUB3490WQSU-B1,34.0,3440 x 1440,60,5,IPS,21:9,1108.99
LG,27UD69-W,27.0,3840 x 2160,60,5,IPS,16:9,
AOC,I2470PWQU,23.8,1920 x 1080,60,5,IPS,16:9,
AOC,I2381FH,23.0,1920 x 1080,60,4,IPS,16:9,
