brand,model,capacity,price_per_gb,type,cache,form_factor,interface,price
OCZ,Vertex 2,360 GB,,SSD,,"3.5""",SATA 3 Gb/s,
Patriot,Torqx TRB,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Patriot,Torqx TRB,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 2,90 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Kingston,SSDNow V+100,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Performance 3 Series,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Corsair,Performance 3 Series,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+ 180,64 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Kingston,SSDNow V+100,96 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 2,180 GB,,SSD,,"3.5""",SATA 3 Gb/s,
Mushkin,Callisto Deluxe,120 GB,$2.155,SSD,,"2.5""",SATA 3 Gb/s,258.58
OCZ,Agility 2,240 GB,,SSD,,"3.5""",SATA 3 Gb/s,
Mushkin,Callisto Deluxe,180 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+ 180,256 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Intel,320 Series,40 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,320 Series,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 3,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Callisto DX2 Series,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Mushkin,Callisto DX2 Series,240 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Patriot,Torqx 2,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Patriot,Torqx 2,64 GB,$3.447,SSD,,"2.5""",SATA 3 Gb/s,220.64
Wintec,FileMate,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 3,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Corsair,Force,40 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Samsung,Spinpoint F4EG,1.5 TB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Western Digital,CaviarBlue,750 GB,,7200RPM,32,"3.5""",SATA 6 Gb/s,
Hitachi,Deskstar,3 TB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Seagate,Constellation,160 GB,,7200RPM,32,"2.5""",SATA 3 Gb/s,
Seagate,Momentus,320 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Hitachi,0Y30051,160 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Hitachi,Travelstar Z7K320,250 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Seagate,Momentus 7200.4,500 GB,$0.307,7200RPM,16,"2.5""",SATA 3 Gb/s,153.60
Seagate,Momentus 7200.4,250 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Wintec,N1 Series,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,320 Series,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
ADATA,S592,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,320 Series,40 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Western Digital,AV-25,500 GB,$0.300,5400RPM,32,"2.5""",SATA 3 Gb/s,150.00
Intel,320 Series,300 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Samsung,Spinpoint M8,500 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Corsair,Force Series 3,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,ScorpioBlue,320 GB,$1.042,5400RPM,8,"2.5""",PATA 100,333.33
Patriot,Wildfire,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Corsair,Nova Series 2,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Plextor,PX-M2 Series,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Travelstar,500 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Corsair,Force Series 3,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,S511 Series,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,S511 Series,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Chronos Deluxe,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Toshiba,MKxx33GSG Series,250 GB,,5400RPM,16,"1.8""",Micro SATA 3 Gb/s,
Samsung,470 Series,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Samsung,470 Series,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Samsung,470 Series,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+100,96 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Western Digital,AV-25,250 GB,,5400RPM,32,"2.5""",SATA 3 Gb/s,
Patriot,Pyro,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Chronos,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,S501 V2,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,S501 V2,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Colossus Plus Series,240 GB,,SSD,128,"3.5""",SATA 3 Gb/s,
Kingston,SSDNow V100,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Mushkin,Chronos Deluxe,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,AV-25,500 GB,$0.398,5400RPM,16,"2.5""",SATA 3 Gb/s,199.00
Seagate,Momentus 7200.4,250 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
OCZ,Synapse Cache,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Synapse Cache,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Patriot,Wildfire,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,320 Series,160 GB,$3.125,SSD,,"1.8""",Micro SATA 3 Gb/s,499.99
Hitachi,Travelstar Z5K320,250 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Verbatim,Verbatim SATA II,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Patriot,Pyro SE,60 GB,$3.660,SSD,,"2.5""",SATA 6 Gb/s,219.59
Verbatim,Verbatim SATA II,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Verbatim,Verbatim SATA II,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,320 Series,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Hitachi,Deskstar 7K1000.D,750 GB,,7200RPM,32,"3.5""",SATA 6 Gb/s,
Kingston,SSDNow V200 Series,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V200 Series,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Vertex Plus,240 GB,,SSD,64,"2.5""",SATA 3 Gb/s,
Samsung,470 Series,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Seagate,Momentus,640 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Intel,320 Series,300 GB,$1.197,SSD,,"1.8""",Micro SATA 3 Gb/s,359.00
OCZ,Octane,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Chronos,180 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Octane,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Crucial,M4,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Petrol,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Crucial,M4,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow S50 Series,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Axiom,Signature III,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Axiom,Signature III,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Crucial,M4,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Plextor,M3 Series,512 GB,,SSD,512,"2.5""",SATA 6 Gb/s,
Plextor,M3 Series,64 GB,,SSD,128,"2.5""",SATA 6 Gb/s,
Western Digital,CaviarGreen,500 GB,,5400RPM,16,"3.5""",SATA 6 Gb/s,
Intel,520 Series Cherryville,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Octane,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Verbatim,Verbatim SATA II,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Verbatim,Verbatim SATA II,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Verbatim,Verbatim SATA II,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Verbatim,Verbatim SATA II,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Mushkin,Chronos,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Patriot,Mac Series XT,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Patriot,Mac Series XT,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Patriot,Mac Series XT,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Corsair,Nova Series 2,60 GB,$3.660,SSD,,"2.5""",SATA 3 Gb/s,219.59
Plextor,M3 Pro Series,256 GB,,SSD,512,"2.5""",SATA 6 Gb/s,
Plextor,M3 Pro Series,128 GB,,SSD,256,"2.5""",SATA 6 Gb/s,
Plextor,M3 Pro Series,512 GB,,SSD,512,"2.5""",SATA 6 Gb/s,
Seagate,Momentus Thin,250 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Corsair,Force Series 3,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Octane,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Accelerator Series,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+200,90 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,90 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,H3IK40003272SP,4 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Agility 3,180 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,H3IK40003254SP,4 TB,,5400RPM,32,"3.5""",SATA 6 Gb/s,
Mushkin,Chronos Deluxe MX,120 GB,$2.205,SSD,,"2.5""",SATA 6 Gb/s,264.58
Kingston,HyperX 3K,90 GB,,SSD,,"2.5""",SATA 6 Gb/s,
PNY,Prevail,240 GB,$1.873,SSD,,"2.5""",SATA 6 Gb/s,449.59
Kingston,SSDNow V+200,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,90 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,90 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Momentus,750 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Seagate,Momentus Thin,320 GB,$0.306,5400RPM,16,"2.5""",SATA 3 Gb/s,97.88
Hitachi,Travelstar Z5K320,320 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Seagate,Momentus Thin,250 GB,,5400RPM,16,"2.5""",SATA 3 Gb/s,
OCZ,Vertex Plus,60 GB,,SSD,64,"2.5""",SATA 3 Gb/s,
Western Digital,AV-25,250 GB,$0.582,5400RPM,16,"2.5""",SATA 3 Gb/s,145.59
Western Digital,AV,320 GB,,7200RPM,8,"3.5""",PATA 100,
Western Digital,AV-GP,250 GB,$0.120,5400RPM,16,"3.5""",SATA 3 Gb/s,29.99
Seagate,Constellation ES,2 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Western Digital,AV,320 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Western Digital,AV-25,160 GB,,5400RPM,16,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 3 Low Profile 7mm Series,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Vertex Plus R2,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+200,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Vertex 4,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Vertex Plus R2,240 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 4,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Octane,1 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Transcend,Transcend MLC,192 GB,,SSD,,"2.5""",SATA 1.5 Gb/s,
Transcend,SSD720,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Transcend,SSD720,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Transcend,SSD720,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Momentus Thin,250 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Seagate,Momentus Thin,160 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Western Digital,AV,250 GB,,7200RPM,16,"3.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
PNY,Prevail Elite,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
PNY,Prevail Elite,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Crucial,V4,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Crucial,V4,128 GB,$2.098,SSD,,"2.5""",SATA 3 Gb/s,268.58
Kingston,SSDNow V+200,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Crucial,V4,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Crucial,V4,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Crucial,V4,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+200,90 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,R4,1.6 TB,,SSD,,PCI-E,PCIe x8,
OCZ,RevoDrive,80 GB,,SSD,,PCI-E,PCIe x4,
OCZ,RevoDrive,180 GB,,SSD,,PCI-E,PCIe x4,
OCZ,RevoDrive,240 GB,,SSD,,PCI-E,PCIe x4,
OCZ,RevoDrive X2,160 GB,,SSD,,PCI-E,PCIe x4,
OCZ,RevoDrive X2,360 GB,,SSD,,PCI-E,PCIe x4,
OCZ,Z-Drive R2 P84,256 GB,,SSD,,PCI-E,PCIe x8,
OCZ,RevoDrive 3 X2 series,960 GB,,SSD,,PCI-E,PCIe x4,
OCZ,RevoDrive 3 Max IOPS,480 GB,,SSD,,PCI-E,PCIe x4,
OCZ,RevoDrive 3 X2 Max IOPS,240 GB,,SSD,,PCI-E,PCIe x4,
OCZ,RevoDrive 3 X2 Max IOPS,960 GB,,SSD,,PCI-E,PCIe x4,
Crucial,V4,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Crucial,V4,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Plextor,M5S Series,256 GB,$1.635,SSD,512,"2.5""",SATA 6 Gb/s,418.59
Mushkin,Catalyst,50 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,H3IK40003272SW,4 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
OCZ,Agility 3,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Agility 3,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Vertex 3,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Deneva 2 C Series,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
PNY,XLR8,480 GB,$1.651,SSD,,"2.5""",SATA 6 Gb/s,792.59
PNY,XLR8 PRO,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Chronos Deluxe,90 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Toshiba,Solid State Drive,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow KC100 Series,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow KC100 Series,240 GB,$0.826,SSD,,"2.5""",SATA 6 Gb/s,198.27
OCZ,Agility 3,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Chronos Deluxe,180 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,Spinpoint M8,320 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V300 Series,60 GB,$3.293,SSD,,"2.5""",SATA 6 Gb/s,197.59
Mushkin,Chronos Deluxe,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,Spinpoint M8,250 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Samsung,Spinpoint M7E,640 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Samsung,Spinpoint M8,640 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Mushkin,Chronos,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow KC100 Series,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,XPG SX910,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,XPG SX910,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,525 Series,120 GB,,SSD,,mSATA,mSATA,
Intel,525 Series,180 GB,,SSD,,mSATA,mSATA,
Intel,525 Series,240 GB,,SSD,,mSATA,mSATA,
ADATA,XPG SX300,128 GB,,SSD,,mSATA,mSATA,
ADATA,XPG SX300,256 GB,,SSD,,mSATA,mSATA,
ADATA,XPG SX300,64 GB,,SSD,,mSATA,mSATA,
Intel,313 Series,24 GB,,SSD,,mSATA,mSATA,
Intel,310 Series,80 GB,,SSD,,mSATA,mSATA,
Intel,313 Series,20 GB,,SSD,,mSATA,mSATA,
Intel,310 Series,40 GB,,SSD,,mSATA,mSATA,
Crucial,M4,256 GB,$1.866,SSD,,mSATA,mSATA,477.77
Crucial,M4,128 GB,$2.951,SSD,,mSATA,mSATA,377.77
ADATA,XM13,30 GB,,SSD,,mSATA,mSATA,
ADATA,XM13,60 GB,,SSD,,mSATA,mSATA,
Mushkin,Atlas Series,30 GB,,SSD,,mSATA,mSATA,
Mushkin,Atlas Series,240 GB,,SSD,,mSATA,mSATA,
Mushkin,Atlas,240 GB,,SSD,,mSATA,mSATA,
Mushkin,Atlas Series,120 GB,,SSD,,mSATA,mSATA,
Kingston,SSDNow,32 GB,,SSD,,mSATA,mSATA,
OCZ,Strata Series,30 GB,,SSD,,mSATA,mSATA,
OCZ,Nocti Series,60 GB,,SSD,,mSATA,mSATA,
OCZ,Nocti Series,30 GB,,SSD,,mSATA,mSATA,
OCZ,Nocti Series,120 GB,,SSD,,mSATA,mSATA,
Mushkin,Atlas Series,60 GB,,SSD,,mSATA,mSATA,
Mushkin,Atlas Series,60 GB,,SSD,,mSATA,mSATA,
OCZ,Strata Series,60 GB,,SSD,,mSATA,mSATA,
Seagate,Constellation.2,250 GB,,7200RPM,64,"2.5""",SATA 6 Gb/s,
Samsung,Spinpoint M8,750 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Samsung,Spinpoint F3,250 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Intel,525 Series,60 GB,,SSD,,mSATA,mSATA,
Mushkin,Atlas Series,480 GB,,SSD,,mSATA,mSATA,
Plextor,M5M,128 GB,,SSD,256,mSATA,mSATA,
Plextor,M5M,256 GB,$1.780,SSD,512,mSATA,mSATA,455.59
Seagate,Constellation ES,500 GB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Seagate,Constellation ES.3,2 TB,,7200RPM,128,"3.5""",SAS 6 Gb/s,
Mushkin,Chronos Deluxe,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,525 Series,90 GB,$3.329,SSD,,mSATA,mSATA,299.58
Corsair,Neutron Series,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,Xe,300 GB,,10000RPM,32,"3.5""",SAS 6 Gb/s,
Western Digital,AV-25,500 GB,,5400RPM,16,"2.5""",SATA 3 Gb/s,
Western Digital,Xe,600 GB,$0.152,10000RPM,32,"3.5""",SAS 6 Gb/s,91.15
Western Digital,Xe,900 GB,,10000RPM,32,"3.5""",SAS 6 Gb/s,
Western Digital,ScorpioBlack,500 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Axiom,HD250SATA7-AX,250 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Hitachi,Ultrastar C10K900,300 GB,,10000RPM,64,"2.5""",SAS 6 Gb/s,
Hitachi,Ultrastar 7K4000,3 TB,,7200RPM,64,"3.5""",SAS 6 Gb/s,
Seagate,Constellation.2,500 GB,,7200RPM,64,"2.5""",SATA 6 Gb/s,
Mushkin,Chronos Deluxe,120 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Mushkin,Chronos Deluxe,240 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Mushkin,Chronos Deluxe,480 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Mushkin,Chronos,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Constellation ES,500 GB,,7200RPM,64,"3.5""",SAS 6 Gb/s,
Seagate,Savvio 10K.5,600 GB,,10000RPM,64,"2.5""",SAS 6 Gb/s,
OCZ,Deneva 2 C,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Deneva 2 C,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Vertex 450 Series,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Chronos GO,240 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Mushkin,Chronos GO,360 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Mushkin,Chronos GO,480 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Mushkin,Chronos,360 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Edge,Tech Boost Pro Slim,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Lenovo,0C19494,300 GB,,15000RPM,32,"2.5""",SAS 6 Gb/s,
Lenovo,0C19495,500 GB,,7200RPM,32,"2.5""",SATA 6 Gb/s,
Toshiba,MQ01ABC150,1.5 TB,,5400RPM,8,"2.5""",SAS 3 Gb/s,
Intel,Product Series:520,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Toshiba,Product Series:AL13SE,300 GB,,10500RPM,64,"2.5""",SAS 6 Gb/s,
Toshiba,Product Series:AL13SE,600 GB,,10500RPM,64,"2.5""",SAS 6 Gb/s,
Toshiba,Product Series:DT01ACA,500 GB,,7200RPM,32,"3.5""",SATA 6 Gb/s,
Toshiba,MBF230LRC,300 GB,,10000RPM,16,"3.5""",SAS 6 Gb/s,
Toshiba,Product Series:MG03SCA,2 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Toshiba,Product Series:MG03SCA,3 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
OCZ,Deneva 2,180 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Deneva 2,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Constellation ES,1 TB,,7200RPM,64,"3.5""",SAS 6 Gb/s,
Seagate,Constellation ES,2 TB,$0.251,7200RPM,64,"3.5""",SAS 6 Gb/s,502.59
Seagate,Constellation ES,2 TB,,7200RPM,64,"3.5""",SAS 6 Gb/s,
Seagate,Constellation ES.2,2 TB,,7200RPM,64,"3.5""",SAS 6 Gb/s,
Seagate,Constellation ES.2,2 TB,,7200RPM,64,"3.5""",SAS 6 Gb/s,
Seagate,Constellation ES.2,2 TB,,7200RPM,64,"3.5""",SAS 6 Gb/s,
Seagate,Constellation ES,500 GB,$0.258,7200RPM,16,"3.5""",SAS 6 Gb/s,129.00
Seagate,Constellation ES,500 GB,$0.156,7200RPM,64,"3.5""",SAS 6 Gb/s,77.77
Seagate,Constellation ES,500 GB,$0.527,7200RPM,64,"3.5""",SAS 6 Gb/s,263.58
Seagate,Constellation.2,1 TB,$0.085,7200RPM,64,"2.5""",SAS 6 Gb/s,84.99
Seagate,Constellation.2,1 TB,,7200RPM,64,"2.5""",SAS 6 Gb/s,
Seagate,Constellation,500 GB,,7200RPM,16,"2.5""",SAS 6 Gb/s,
Kingston,KC300,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,KC300,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,KC380,60 GB,$1.760,SSD,,"1.8""",Micro SATA 6 Gb/s,105.62
OCZ,Deneva 2 C,80 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
OCZ,Deneva 2 C,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Talos 2,960 GB,,SSD,,"2.5""",SAS 6 Gb/s,
OCZ,Vertex 450,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
PLDS,M5M,128 GB,,SSD,,mSATA,mSATA,
PLDS,M5M,256 GB,,SSD,,mSATA,mSATA,
Mushkin,Atlas Deluxe Series,480 GB,,SSD,,mSATA,mSATA,
Mushkin,Chronos Go,120 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Hitachi,Ultrastar 7K4000,2 TB,,7200RPM,64,"3.5""",SAS 6 Gb/s,
Hitachi,Travelstar,500 GB,$0.326,7200RPM,16,"2.5""",SATA 3 Gb/s,163.18
Hitachi,Travelstar,500 GB,$0.265,5400RPM,16,"2.5""",SATA 3 Gb/s,132.59
Seagate,Enterprise Performance 10K.7,1.2 TB,,10000RPM,64,"2.5""",SAS 6 Gb/s,
Intel,SSD DC S3500 Series,400 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Mushkin,Scorpion PCIe,480 GB,,SSD,,PCI-E,PCIe x2,
PNY,Prevail,120 GB,$2.580,SSD,,"2.5""",SATA 6 Gb/s,309.58
Toshiba,Q Series Pro,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
VisionTek,GoDrive,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,710 Series ( Lyndonville),300 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Talos 2 C Series,960 GB,,SSD,,"2.5""",SAS 6 Gb/s,
OCZ,Talos 2 R Series,400 GB,,SSD,,"2.5""",SAS 6 Gb/s,
OCZ,Z-Drive R4 CM84,600 GB,,SSD,,PCI-E,PCIe x8,
OCZ,Vertex 460,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
SanDisk,X110,32 GB,,SSD,,mSATA,mSATA,
SanDisk,ReadyCache,32 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Pulsar.2,800 GB,,SSD,,"2.5""",SAS 6 Gb/s,
Axiom,HD32072S-AX,320 GB,,7200RPM,,"3.5""",SATA 3 Gb/s,
Mushkin,ProSpec Series,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
